Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Es Menor;Es Autogenerador;;Capacidad Efectiva Neta kW
2016-03-27;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1800
2016-03-27;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1690
2016-03-27;RIO FRIO II;CETG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;10000
2016-03-27;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-03-27;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;180
2016-03-27;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-03-27;RIO PALO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1440
2016-03-27;RIO PIEDRAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-27;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-03-27;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1650
2016-03-27;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1200
2016-03-27;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-03-27;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9600
2016-03-27;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-03-27;SAJANDI;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3200
2016-03-27;SALTO II;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;35000
2016-03-27;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;285000
2016-03-27;SAN CANCIO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2000
2016-03-27;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1240000
2016-03-27;SAN FRANCISCO;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;135000
2016-03-27;SAN FRANCISCO (PUTUMAYO);GPYG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;468
2016-03-27;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-03-27;SAN JOSE DE LA MONTAÑA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;400
2016-03-27;SAN MIGUEL;LCSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;44000
2016-03-27;SANTA ANA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-03-27;SANTA RITA;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1300
2016-03-27;SANTIAGO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2800
2016-03-27;SILVIA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-03-27;SOGAMOSO;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;820000
2016-03-27;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18500
2016-03-27;SUBA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2550
2016-03-27;SUEVA 2;CMXG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6000
2016-03-27;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;163000
2016-03-27;TASAJERO 2;TERG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;165000
2016-03-27;TEBSAB;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;791000
2016-03-27;TEQUENDAMA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19400
2016-03-27;TERMOBOLIVAR 1;GSAG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;9700
2016-03-27;TERMOCANDELARIA 1;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;157000
2016-03-27;TERMOCANDELARIA 2;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;158000
2016-03-27;TERMOCENTRO CC;ISGG;TERMICA;MEZCLA GAS - JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;264000
2016-03-27;TERMODORADA 1;EPMG;TERMICA;JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-03-27;TERMOEMCALI 1;TEMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;213000
2016-03-27;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-03-27;TERMOSIERRAB;EPMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;364000
2016-03-27;TERMOVALLE 1;TMVG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;197000
2016-03-27;TERMOYOPAL 1;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;20000
2016-03-27;TERMOYOPAL 1;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;SI;NO;;20000
2016-03-27;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;30000
2016-03-27;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-03-27;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;338000
2016-03-27;URRAO;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1030
2016-03-27;USAQUEN;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1740
2016-03-27;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-03-27;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-03-27;ZIPAEMG 2;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;34000
2016-03-27;ZIPAEMG 3;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;63000
2016-03-27;ZIPAEMG 4;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;64000
2016-03-27;ZIPAEMG 5;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;64000
2016-03-28;AGUA FRESCA;ADCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;7290
2016-03-28;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;429000
2016-03-28;ALTO TULUA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;AMAIME;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19170
2016-03-28;AMALFI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;810
2016-03-28;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;410
2016-03-28;AMOYA LA ESPERANZA;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;80000
2016-03-28;ASNAZU;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;450
2016-03-28;AUTOG ARGOS CARTAGENA;CIVG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;NO;SI;;9900
2016-03-28;AUTOG ARGOS YUMBO;CIVG;TERMICA;CARBON;NO DESPACHADO CENTRALMENTE;NO;SI;;9900
2016-03-28;AUTOG UNIBOL;SPRG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;NO;SI;;1100
2016-03-28;AUTOG YAGUARITO;EMSG;TERMICA;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;SI;;1600
2016-03-28;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-03-28;BAJO TULUA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;BARRANCA 1;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;SI;NO;;12000
2016-03-28;BARRANCA 3;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;24000
2016-03-28;BARRANQUILLA 3;GECG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;56000
2016-03-28;BARRANQUILLA 4;GECG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;56000
2016-03-28;BARROSO;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;600
2016-03-28;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;350
2016-03-28;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3400
2016-03-28;BETANIA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;540000
2016-03-28;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;132000
2016-03-28;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-03-28;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;870
2016-03-28;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2600
2016-03-28;CARLOS LLERAS;HDPG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;78000
2016-03-28;CARTAGENA 1;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;61000
2016-03-28;CARTAGENA 2;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;60000
2016-03-28;CARTAGENA 3;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;66000
2016-03-28;CARUQUIA;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9500
2016-03-28;CASCADA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3000
2016-03-28;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4500
2016-03-28;CHARQUITO;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19400
2016-03-28;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1000000
2016-03-28;CIMARRON;TMRG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;20000
2016-03-28;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4500
2016-03-28;COGENERADOR COLTEJER 1;EPMG;COGENERADOR;CARBON;NO DESPACHADO CENTRALMENTE;NO;NO;;9400
2016-03-28;CUCUANA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;58000
2016-03-28;CURRUCUCUES;CMXG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1250
2016-03-28;DARIO VALENCIA SAMPER;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;150000
2016-03-28;EL BOSQUE;ERCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2280
2016-03-28;EL LIMONAR;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-03-28;EL MORRO 1;TMRG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;20000
2016-03-28;EL MORRO 2;TMRG;TERMICA;GAS;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;EL POPAL;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;EL QUIMBO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;396000
2016-03-28;ESMERALDA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;30000
2016-03-28;FLORES 1;TMFG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;158000
2016-03-28;FLORES 4B;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;450000
2016-03-28;FLORIDA;GNCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;GECELCA 3;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;164000
2016-03-28;GUACAICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;860
2016-03-28;GUAJIRA 1;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;149000
2016-03-28;GUAJIRA 2;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;151000
2016-03-28;GUANAQUITAS;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9500
2016-03-28;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;560000
2016-03-28;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;512000
2016-03-28;GUAVIO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1200000
2016-03-28;HIDROMONTAÑITAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;INCAUCA 1;GNCG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;10000
2016-03-28;INGENIO MANUELITA;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;3500
2016-03-28;INGENIO PROVIDENCIA 2;GNCG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-03-28;INGENIO RISARALDA 1;EEPG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;5500
2016-03-28;INGENIO SAN CARLOS 1;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;2000
2016-03-28;INSULA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-03-28;INTERMEDIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;960
2016-03-28;INZA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-03-28;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4320
2016-03-28;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5400
2016-03-28;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;170000
2016-03-28;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;SI;NO;;18420
2016-03-28;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1500
2016-03-28;LA CASCADA ( ABEJORRAL);NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3000
2016-03-28;LA CASCADA (ANTIOQUIA);LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2300
2016-03-28;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-03-28;LA NAVETA;IACG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4800
2016-03-28;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1420
2016-03-28;LA REBUSCA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-03-28;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;306000
2016-03-28;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;11600
2016-03-28;LAGUNETA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-03-28;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3150
2016-03-28;MAYAGUEZ 1;EPSG;COGENERADOR;BAGAZO;DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-03-28;MERILECTRICA 1;CIVG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;167000
2016-03-28;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;396000
2016-03-28;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-03-28;MONDOMO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-03-28;MUNICIPAL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1400
2016-03-28;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6700
2016-03-28;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-03-28;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5100
2016-03-28;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-03-28;OVEJAS;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;820
2016-03-28;PAGUA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;600000
2016-03-28;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;31000
2016-03-28;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;72000
2016-03-28;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;70000
2016-03-28;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;154000
2016-03-28;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-03-28;PALMAS SAN GIL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;15000
2016-03-28;PASTALES;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-03-28;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1480
2016-03-28;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-03-28;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;207000
2016-03-28;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;405000
2016-03-28;PORCE III;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;700000
2016-03-28;PRADO;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-03-28;PRADO IV;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-03-28;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-03-28;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-03-28;PROENCA;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-03-28;PROVIDENCIA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-03-28;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1000
2016-03-28;PURIFICACION;SREG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-03-28;REMEDIOS;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-03-28;RIO ABAJO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;900
2016-03-28;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4000
2016-03-28;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1800
2016-03-28;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1690
2016-03-28;RIO FRIO II;CETG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;10000
2016-03-28;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-03-28;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;180
2016-03-28;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-03-28;RIO PALO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1440
2016-03-28;RIO PIEDRAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-03-28;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-03-28;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1650
2016-03-28;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1200
2016-03-28;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-03-28;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9600
2016-03-28;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-03-28;SAJANDI;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3200
2016-03-28;SALTO II;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;35000
2016-03-28;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;285000
2016-03-28;SAN CANCIO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2000
2016-03-28;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1240000
2016-03-28;SAN FRANCISCO;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;135000
2016-03-28;SAN FRANCISCO (PUTUMAYO);GPYG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;468
2016-03-28;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-03-28;SAN JOSE DE LA MONTAÑA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;400
2016-03-28;SAN MIGUEL;LCSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;44000
2016-03-28;SANTA ANA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-03-28;SANTA RITA;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1300
2016-03-28;SANTIAGO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2800
2016-03-28;SILVIA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-03-28;SOGAMOSO;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;820000
2016-03-28;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18500
2016-03-28;SUBA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2550
2016-03-28;SUEVA 2;CMXG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6000
2016-03-28;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;163000
2016-03-28;TASAJERO 2;TERG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;165000
2016-03-28;TEBSAB;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;791000
2016-03-28;TEQUENDAMA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19400
2016-03-28;TERMOBOLIVAR 1;GSAG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;9700
2016-03-28;TERMOCANDELARIA 1;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;157000
2016-03-28;TERMOCANDELARIA 2;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;158000
2016-03-28;TERMOCENTRO CC;ISGG;TERMICA;MEZCLA GAS - JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;264000
2016-03-28;TERMODORADA 1;EPMG;TERMICA;JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-03-28;TERMOEMCALI 1;TEMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;213000
2016-03-28;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-03-28;TERMOSIERRAB;EPMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;364000
